horse_id,horse_name,birth_date,h_sex,raza,height_m,weight_kg,length_m,max_speed_kmh,h_temperament,h_category,h_career_races,h_days_since_last_race,h_linaje,listing_id,seller_id,l_listing_status,l_asking_price_usd,l_created_at,s_first_name,s_last_name,s_verified,s_disputes,s_num_listings,s_flagged_fraud,s_created_at,s_last_active_at,vet_total_exams,vet_major_issues,vet_avg_confidence,v_exam_date,completeness,vet_score,seller_score,horse_trust_score
H71,Special,2005-10-29,M,Appaloosa,1.44,503.0,2.3,58.0,Activo / Resistente,Rutas y Western,12.0,306.0,Desconocido,L0,S107,withdrawn,1489752.0,2025-05-04 02:04:02.691543,Kimberly,Hayes,False,0.0,22.0,False,2025-06-21 08:48:43.738640,2026-01-16 00:10:34.434353,2.0,0.0,0.96,,1.0,1.0,0.6,0.92
H72,Near,2006-07-12,F,Pura Sangre Inglés,1.65,472.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,19.0,,No,L1,S136,active,1508588.0,2025-04-06 15:43:04.797189,Kimberly,Davenport,False,0.0,1.0,False,2022-07-30 14:24:06.240389,2024-08-20 15:57:04.412365,3.0,0.0,0.8433333333333334,,0.9090909090909091,1.0,0.6,0.8836363636363637
H73,Throw,2009-10-16,M,Frisón,1.65,669.0,2.6,43.0,Manso / Dispuesto,Tiro y Cine,15.0,255.0,Sí,L0,S114,withdrawn,1422893.0,2025-08-26 16:58:52.602129,Catherine,Gonzales,True,0.0,17.0,False,2024-01-11 14:07:29.109747,2026-02-07 14:33:46.469827,3.0,0.0,0.9133333333333332,,1.0,1.0,1.0,1.0
H74,Study,2005-05-04,M,Pura Raza Española,1.58,508.0,2.4,49.0,Noble / Dócil,Doma y Exhibición,21.0,280.0,Sí,L0,S80,active,1466094.0,2025-12-08 10:35:00.590803,Abigail,Walters,True,0.0,15.0,False,2024-07-23 18:39:35.611032,2025-04-26 19:26:50.734506,2.0,1.0,0.83,,1.0,0.5,1.0,0.8
H75,Impact,2006-11-22,M,Frisón,1.61,709.0,2.6,41.0,Manso / Dispuesto,Tiro y Cine,13.0,243.0,Sí,L1,S1,active,1523376.0,2025-10-11 20:34:05.893949,John,Michael,True,0.0,1.0,False,2023-07-31 20:26:54.647190,2024-03-16 04:54:19.537485,3.0,0.0,0.88,,1.0,1.0,1.0,1.0
H76,Message,2010-01-23,M,Akhal-Teke,1.55,441.0,2.3,60.0,Independiente,Resistencia,17.0,396.0,Desconocido,L0,S100,sold,1522325.0,2025-02-24 13:54:15.299499,Brandy,Stevenson,True,2.0,23.0,False,2023-08-04 09:14:21.374213,2024-11-30 17:52:45.462120,2.0,0.0,0.915,,1.0,1.0,0.94,0.988
H77,Somebody,2004-10-08,F,Akhal-Teke,1.58,450.0,2.3,60.0,Independiente,Resistencia,16.0,16.0,No,L2,S49,active,1475765.0,2026-01-17 17:21:10.647382,Kevin,Avila,True,0.0,20.0,False,2025-03-24 18:43:29.918245,2025-12-13 07:59:41.096818,3.0,0.0,0.9,,1.0,1.0,1.0,1.0
H78,Can,2010-04-22,M,Pura Sangre Inglés,1.67,499.0,2.4,,Nervioso / Atlético,Carreras y Salto,9.0,340.0,Sí,L0,S85,withdrawn,1472129.0,2026-01-13 21:23:44.631133,Barbara,Wallace,True,0.0,13.0,False,2024-02-17 15:37:57.221577,2026-01-21 22:56:43.040697,1.0,0.0,0.73,,0.9090909090909091,1.0,1.0,0.9636363636363636
H79,Rate,2015-05-23,M,Pura Sangre Inglés,1.66,,2.4,71.0,Nervioso / Atlético,Carreras y Salto,15.0,71.0,No,L0,S20,withdrawn,1413866.0,2025-03-08 02:38:52.162721,Mike,Gilmore,True,0.0,20.0,False,2022-02-20 06:12:37.894830,2024-10-17 14:43:46.303739,1.0,0.0,0.89,,0.9090909090909091,1.0,1.0,0.9636363636363636
H80,Message,2009-03-11,M,Cuarto de Milla,1.49,532.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,17.0,399.0,Sí,L0,S146,active,1427175.0,2025-10-23 08:20:39.651526,Megan,Wilson,True,1.0,16.0,False,2022-05-25 06:13:32.570520,2025-05-04 04:52:32.160992,2.0,0.0,0.88,,1.0,1.0,0.97,0.994
H81,Society,1996-04-25,M,Shetland (Poni),,156.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,18.0,303.0,Sí,L0,S6,sold,1496739.0,2025-12-27 06:46:44.957195,Timothy,Arnold,True,1.0,13.0,False,2024-06-10 20:24:58.812812,2025-10-11 13:07:58.703906,2.0,0.0,0.81,,0.9090909090909091,1.0,0.97,0.9576363636363636
H82,Debate,2006-08-19,F,Akhal-Teke,1.54,465.0,2.3,60.0,Independiente,Resistencia,13.0,108.0,Sí,L0,S188,sold,1539136.0,2025-10-07 16:19:10.448652,Jennifer,Wright,True,1.0,3.0,False,2025-04-03 09:10:30.229121,2025-04-04 07:29:13.988734,3.0,0.0,0.8633333333333333,,1.0,1.0,0.97,0.994
H83,Store,2017-09-23,F,Hannoveriano,1.69,638.0,2.5,50.0,Equilibrado,Salto y Doma,17.0,68.0,No,L1,S57,withdrawn,1463252.0,2025-05-19 18:08:04.076999,Stephanie,Randolph,True,0.0,16.0,False,2025-03-09 22:53:15.881846,2025-08-17 12:42:42.624361,3.0,1.0,0.8733333333333334,,1.0,0.6666666666666667,1.0,0.8666666666666667
H84,Magazine,2012-09-26,F,Shetland (Poni),0.96,154.0,1.5,,Testarudo / Fuerte,Niños y Compañía,9.0,266.0,No,L0,S176,active,1423625.0,2025-08-17 10:42:04.600239,Richard,Wilson,False,0.0,23.0,False,2025-10-07 16:59:52.718483,2025-10-15 04:18:13.225917,2.0,0.0,0.945,,0.9090909090909091,1.0,0.6,0.8836363636363637
H85,Wife,2004-08-20,M,Pura Sangre Inglés,1.64,473.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,12.0,332.0,Desconocido,L0,S108,active,1451871.0,2025-08-29 09:34:47.464487,James,Rubio,True,1.0,17.0,False,2026-02-13 14:06:14.052186,2026-02-13 16:43:05.622781,2.0,0.0,0.94,,1.0,1.0,0.97,0.994
H86,Office,2016-10-15,M,Percherón,1.75,966.0,2.8,27.0,Muy calmado,Tiro pesado,21.0,322.0,Desconocido,L0,S19,active,1527953.0,2025-04-25 09:19:41.547593,Shaun,Adams,True,0.0,14.0,False,2026-02-04 07:40:24.852360,2026-02-10 01:11:36.732854,3.0,1.0,0.8233333333333333,,1.0,0.6666666666666667,1.0,0.8666666666666667
H87,Build,2007-05-14,F,Appaloosa,1.57,525.0,2.3,57.0,Activo / Resistente,Rutas y Western,19.0,172.0,Desconocido,L0,S63,active,1534338.0,2025-08-09 06:24:31.126838,Christine,Cabrera,True,1.0,14.0,False,2023-12-14 21:13:38.713875,2024-03-31 05:46:04.283173,1.0,0.0,0.97,,1.0,1.0,0.97,0.994
H88,Drop,2008-11-25,F,Cuarto de Milla,1.45,559.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,16.0,298.0,No,L1,S50,active,1498183.0,2025-03-15 12:18:45.367321,Evan,Freeman,True,0.0,15.0,False,2022-10-25 03:36:34.726153,2023-05-17 16:52:03.763439,1.0,1.0,0.95,,1.0,0.0,1.0,0.6000000000000001
H89,Wear,2015-09-07,F,Frisón,1.69,646.0,2.6,43.0,Manso / Dispuesto,Tiro y Cine,11.0,115.0,Sí,L0,S42,active,1533041.0,2025-03-28 11:47:20.814614,Amy,Robbins,True,0.0,22.0,False,2022-10-15 03:59:10.463016,2025-02-20 11:55:36.154102,1.0,0.0,0.85,,1.0,1.0,1.0,1.0
H90,Skill,2005-12-23,F,Akhal-Teke,1.56,453.0,2.3,60.0,Independiente,Resistencia,12.0,104.0,Sí,L0,S84,withdrawn,1523889.0,2025-06-05 09:52:34.033761,Cynthia,Hernandez,False,1.0,10.0,False,2023-08-13 07:12:26.939429,2024-10-02 20:24:35.623291,1.0,0.0,0.85,,1.0,1.0,0.5700000000000001,0.914
H91,Could,2007-06-27,M,Frisón,1.67,765.0,2.6,45.0,Manso / Dispuesto,Tiro y Cine,17.0,258.0,No,L0,S79,withdrawn,1567998.0,2025-08-25 11:58:02.543052,Elizabeth,Brown,True,0.0,20.0,False,2022-11-23 01:36:55.894349,2023-01-01 01:22:51.628710,3.0,1.0,0.88,,1.0,0.6666666666666667,1.0,0.8666666666666667
H92,Source,2009-02-27,M,Pura Sangre Inglés,1.64,465.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,21.0,163.0,No,L2,S16,sold,1518310.0,2025-12-04 03:36:28.235260,Nathaniel,Mann,True,1.0,7.0,False,2025-08-29 11:29:05.384061,2025-12-07 00:18:33.295196,1.0,0.0,0.97,,1.0,1.0,0.97,0.994
H93,Character,2012-03-25,F,Pura Raza Española,1.54,547.0,2.4,49.0,Noble / Dócil,Doma y Exhibición,12.0,176.0,Sí,L0,S160,withdrawn,1506278.0,2025-10-28 00:41:23.033059,Amy,Brown,True,1.0,14.0,False,2025-01-17 09:51:22.412105,2025-07-16 17:38:12.090226,3.0,1.0,0.9066666666666666,,1.0,0.6666666666666667,0.97,0.8606666666666667
H94,All,2002-08-12,F,Percherón,1.65,984.0,2.8,26.0,Muy calmado,Tiro pesado,20.0,168.0,Sí,L1,S160,active,1476538.0,2025-04-05 08:02:32.558135,Amy,Brown,True,1.0,14.0,False,2025-01-17 09:51:22.412105,2025-07-16 17:38:12.090226,3.0,1.0,0.7866666666666666,,1.0,0.6666666666666667,0.97,0.8606666666666667
H95,Campaign,2019-12-13,M,Appaloosa,1.44,,2.3,57.0,Activo / Resistente,Rutas y Western,11.0,377.0,No,L0,S24,sold,1445893.0,2025-12-28 13:50:51.203906,Robert,Anderson,False,1.0,1.0,False,2025-03-07 19:27:02.211319,2025-06-30 23:59:31.065151,3.0,2.0,0.86,,0.9090909090909091,0.33333333333333337,0.5700000000000001,0.610969696969697
H96,Current,2002-05-11,M,Appaloosa,1.57,487.0,2.3,56.0,Activo / Resistente,Rutas y Western,22.0,191.0,Sí,L0,S7,active,1527174.0,2025-11-30 03:02:31.002281,Jacqueline,Smith,False,1.0,5.0,True,2022-04-07 10:20:43.585676,2025-08-28 02:54:58.937841,2.0,1.0,0.735,,1.0,0.5,0.27,0.6540000000000001
H97,Share,2000-08-20,F,Pura Sangre Inglés,1.6,,2.4,71.0,Nervioso / Atlético,Carreras y Salto,16.0,290.0,Sí,L0,S122,active,1466456.0,2025-07-08 12:51:49.266215,Kerry,Washington,True,0.0,2.0,False,2023-12-09 20:26:00.581892,2025-02-12 20:23:36.907685,2.0,0.0,0.93,,0.9090909090909091,1.0,1.0,0.9636363636363636
H98,Have,2005-11-28,M,Árabe,1.49,423.0,2.2,57.0,Inteligente / Leal,Endurance (Raid),10.0,247.0,No,L1,S110,withdrawn,1428565.0,2025-12-31 14:04:08.883124,Jessica,Bradley,True,4.0,15.0,False,2023-02-15 01:12:24.620312,2025-12-24 05:48:57.758922,2.0,0.0,0.96,,1.0,1.0,0.8800000000000001,0.9760000000000001
H99,Break,2022-06-01,M,Pura Raza Española,1.53,530.0,2.4,45.0,Noble / Dócil,Doma y Exhibición,20.0,40.0,No,L1,S6,withdrawn,1513907.0,2025-06-01 19:15:30.776584,Timothy,Arnold,True,1.0,13.0,False,2024-06-10 20:24:58.812812,2025-10-11 13:07:58.703906,1.0,0.0,0.76,,1.0,1.0,0.97,0.994
H100,Put,2015-01-27,M,Cuarto de Milla,1.43,572.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,17.0,162.0,Sí,L0,S151,sold,1503099.0,2025-04-27 15:15:51.372609,Keith,Palmer,True,0.0,3.0,False,2024-07-07 20:43:50.166346,2024-11-05 08:13:36.639354,3.0,0.0,0.8966666666666666,,1.0,1.0,1.0,1.0
H101,Song,2017-09-14,F,Hannoveriano,1.66,650.0,2.5,50.0,Equilibrado,Salto y Doma,13.0,323.0,Sí,L2,S160,withdrawn,1508968.0,2025-03-02 14:58:35.202597,Amy,Brown,True,1.0,14.0,False,2025-01-17 09:51:22.412105,2025-07-16 17:38:12.090226,3.0,0.0,0.9233333333333332,,1.0,1.0,0.97,0.994
H102,World,2022-10-24,F,Appaloosa,1.46,525.0,2.3,58.0,Activo / Resistente,Rutas y Western,15.0,163.0,No,L1,S85,active,1523281.0,2025-11-19 13:04:19.715802,Barbara,Wallace,True,0.0,13.0,False,2024-02-17 15:37:57.221577,2026-01-21 22:56:43.040697,3.0,0.0,0.8533333333333334,,1.0,1.0,1.0,1.0
H103,Quite,2014-07-28,M,Pura Sangre Inglés,,466.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,19.0,345.0,Sí,L1,S64,active,1539874.0,2025-04-11 00:58:06.998510,Anthony,Jackson,True,1.0,5.0,False,2024-11-20 21:55:48.527602,2025-03-08 12:32:50.406507,1.0,0.0,0.78,,0.9090909090909091,1.0,0.97,0.9576363636363636
H104,Energy,2015-11-03,M,Hannoveriano,1.62,626.0,2.5,50.0,Equilibrado,Salto y Doma,17.0,237.0,No,L1,S63,withdrawn,1490615.0,2025-08-26 17:27:35.252413,Christine,Cabrera,True,1.0,14.0,False,2023-12-14 21:13:38.713875,2024-03-31 05:46:04.283173,2.0,0.0,0.97,,1.0,1.0,0.97,0.994
H105,Personal,2012-06-05,M,Percherón,1.66,872.0,2.8,30.0,Muy calmado,Tiro pesado,21.0,239.0,Sí,L0,S27,active,1483461.0,2025-06-02 17:05:19.789906,Julia,Kim,True,0.0,21.0,False,2022-10-14 17:38:46.151055,2023-07-26 21:15:11.438454,2.0,0.0,0.78,,1.0,1.0,1.0,1.0
H106,Bar,2022-01-30,M,Hannoveriano,1.64,634.0,2.5,50.0,Equilibrado,Salto y Doma,13.0,,No,L0,S121,active,1478751.0,2025-09-03 19:08:53.305837,Jennifer,Fields,True,1.0,5.0,False,2025-07-31 10:27:27.848232,2025-12-25 20:20:24.397033,1.0,0.0,0.72,,0.9090909090909091,1.0,0.97,0.9576363636363636
H107,Investment,2015-07-19,M,Akhal-Teke,,439.0,2.3,60.0,Independiente,Resistencia,16.0,311.0,No,L0,S61,active,1394570.0,2025-06-02 11:21:12.207398,William,Young,False,0.0,16.0,False,2025-05-21 11:33:02.943089,2025-07-19 07:46:26.391337,3.0,0.0,0.7866666666666666,,0.9090909090909091,1.0,0.6,0.8836363636363637
H108,The,2018-07-09,M,Shetland (Poni),0.89,169.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,15.0,365.0,No,L0,S87,withdrawn,1529274.0,2025-04-05 11:58:09.416023,Daniel,Hines,True,0.0,7.0,False,2026-01-11 21:15:08.357149,2026-02-14 07:31:55.851572,1.0,0.0,0.94,,1.0,1.0,1.0,1.0
H109,Member,2014-08-01,F,Akhal-Teke,1.54,458.0,2.3,60.0,Independiente,Resistencia,12.0,27.0,Desconocido,L1,S13,active,1624396.0,2025-07-30 15:04:47.010615,Heather,Brown,True,0.0,4.0,False,2023-04-24 13:41:55.846352,2025-02-28 04:17:33.601875,1.0,0.0,0.82,,1.0,1.0,1.0,1.0
H110,Specific,2023-10-11,M,Pura Raza Española,,543.0,2.4,49.0,Noble / Dócil,Doma y Exhibición,4.0,307.0,Desconocido,L2,S85,active,1510417.0,2025-09-30 14:36:00.390067,Barbara,Wallace,True,0.0,13.0,False,2024-02-17 15:37:57.221577,2026-01-21 22:56:43.040697,3.0,0.0,0.8733333333333334,,0.9090909090909091,1.0,1.0,0.9636363636363636
H111,Summer,2006-02-17,M,Akhal-Teke,1.55,461.0,2.3,60.0,Independiente,Resistencia,19.0,233.0,Desconocido,L1,S133,withdrawn,1503922.0,2025-04-29 11:14:03.161781,William,Knight,True,0.0,13.0,False,2024-09-23 19:58:59.485409,2025-09-24 03:53:00.493429,3.0,1.0,0.9,,1.0,0.6666666666666667,1.0,0.8666666666666667
H112,Listen,2008-10-13,F,Árabe,1.5,410.0,2.2,57.0,Inteligente / Leal,Endurance (Raid),10.0,216.0,Sí,L0,S60,withdrawn,1436560.0,2025-12-01 22:35:38.092926,Jason,Mcdonald,True,1.0,14.0,False,2023-01-18 07:33:39.411572,2023-09-07 09:25:48.712641,1.0,1.0,0.85,,1.0,0.0,0.97,0.5940000000000001
H113,Down,2010-12-12,F,Cuarto de Milla,1.54,536.0,2.3,,Tranquilo / Sociable,Rodeo y Trabajo,18.0,346.0,Desconocido,L0,S18,active,1520026.0,2025-12-08 09:33:32.696533,Christina,Willis,False,0.0,21.0,False,2022-07-03 06:54:10.058401,2023-12-12 20:17:13.841979,1.0,0.0,0.83,,0.9090909090909091,1.0,0.6,0.8836363636363637
H114,Raise,2017-10-29,M,Appaloosa,1.46,491.0,2.3,55.0,Activo / Resistente,Rutas y Western,16.0,213.0,Desconocido,L0,S198,active,1448781.0,2025-03-28 20:36:45.864060,Christopher,Randall,True,0.0,8.0,False,2025-11-30 12:58:24.123797,2025-12-17 10:25:16.825177,1.0,0.0,0.88,,1.0,1.0,1.0,1.0
H115,Herself,2022-01-30,F,Pura Sangre Inglés,1.64,462.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,7.0,,Sí,L0,S153,active,1493789.0,2025-08-20 17:10:07.589143,Rebecca,Mcgee,True,0.0,11.0,False,2025-08-19 20:15:15.430026,2026-01-23 09:18:14.714957,3.0,0.0,0.92,,0.9090909090909091,1.0,1.0,0.9636363636363636
H116,Political,2015-08-06,M,Percherón,,833.0,2.8,27.0,Muy calmado,Tiro pesado,15.0,231.0,Desconocido,L0,S158,sold,1479607.0,2025-04-23 07:59:48.270617,Ashley,Hamilton,True,2.0,25.0,False,2022-04-28 18:44:01.140227,2025-11-22 23:04:13.863975,2.0,0.0,0.96,,0.9090909090909091,1.0,0.94,0.9516363636363636
H117,World,2007-08-06,M,Percherón,1.74,879.0,2.8,29.0,Muy calmado,Tiro pesado,15.0,14.0,No,L0,S112,sold,1428950.0,2025-04-06 00:16:48.390373,Courtney,Hamilton,True,0.0,5.0,False,2022-08-14 09:39:20.673170,2023-10-05 22:39:01.577817,3.0,2.0,0.8466666666666667,,1.0,0.33333333333333337,1.0,0.7333333333333334
H118,Care,1999-12-08,M,Cuarto de Milla,1.49,515.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,19.0,338.0,Desconocido,L0,S195,active,1470587.0,2025-09-28 12:03:19.698640,Angela,Donovan,True,0.0,1.0,False,2025-10-03 08:17:42.438805,2025-11-26 08:27:53.296736,2.0,1.0,0.865,,1.0,0.5,1.0,0.8
H119,Benefit,2001-05-14,F,Percherón,1.68,923.0,2.8,,Muy calmado,Tiro pesado,14.0,131.0,No,L1,S24,sold,1439105.0,2025-10-04 15:15:49.236382,Robert,Anderson,False,1.0,1.0,False,2025-03-07 19:27:02.211319,2025-06-30 23:59:31.065151,2.0,0.0,0.83,,0.9090909090909091,1.0,0.5700000000000001,0.8776363636363637
H120,Teacher,2017-02-17,M,Árabe,1.49,385.0,2.2,58.0,Inteligente / Leal,Endurance (Raid),19.0,181.0,Desconocido,L3,S160,withdrawn,1528584.0,2026-01-21 16:48:24.611170,Amy,Brown,True,1.0,14.0,False,2025-01-17 09:51:22.412105,2025-07-16 17:38:12.090226,3.0,1.0,0.7799999999999999,,1.0,0.6666666666666667,0.97,0.8606666666666667
H121,Last,2013-09-02,M,Appaloosa,1.46,488.0,2.3,59.0,Activo / Resistente,Rutas y Western,14.0,303.0,Desconocido,L1,S114,active,1488844.0,2025-06-04 03:46:03.029963,Catherine,Gonzales,True,0.0,17.0,False,2024-01-11 14:07:29.109747,2026-02-07 14:33:46.469827,1.0,1.0,1.0,,1.0,0.0,1.0,0.6000000000000001
H122,Finish,2001-10-19,F,Percherón,1.67,941.0,2.8,29.0,Muy calmado,Tiro pesado,10.0,200.0,No,L0,S148,active,1550548.0,2026-01-30 08:27:38.278085,James,Boyd,False,3.0,17.0,False,2025-02-07 01:40:29.565705,2025-08-01 09:22:18.683954,3.0,1.0,0.8766666666666666,,1.0,0.6666666666666667,0.51,0.7686666666666667
H123,Soldier,2021-02-24,F,Pura Raza Española,1.52,,2.4,48.0,Noble / Dócil,Doma y Exhibición,16.0,29.0,Sí,L1,S31,withdrawn,1440138.0,2025-10-10 23:38:01.260029,Andrea,Clark,True,1.0,20.0,False,2024-08-06 23:38:05.674103,2025-05-10 06:42:54.409559,3.0,0.0,0.8300000000000001,,0.9090909090909091,1.0,0.97,0.9576363636363636
H124,Whatever,2015-05-25,F,Percherón,1.8,966.0,2.8,26.0,Muy calmado,Tiro pesado,17.0,260.0,Desconocido,L0,S21,active,1542397.0,2026-01-04 09:53:35.505540,Gina,Powell,True,1.0,2.0,False,2024-05-25 11:32:15.089804,2025-11-17 21:05:40.185926,2.0,1.0,0.87,,1.0,0.5,0.97,0.794
H125,Use,2022-08-01,F,Árabe,1.49,406.0,2.2,55.0,Inteligente / Leal,Endurance (Raid),16.0,276.0,Desconocido,L0,S15,active,1533557.0,2025-08-23 00:00:44.044315,Brittany,Medina,True,0.0,1.0,False,2022-05-17 18:40:42.648687,2025-11-08 04:21:54.324348,2.0,0.0,0.86,,1.0,1.0,1.0,1.0
H126,Him,1999-10-21,M,Pura Sangre Inglés,1.61,500.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,14.0,142.0,Sí,L0,S8,active,1472897.0,2025-05-11 11:05:30.034149,Jennifer,Kim,False,0.0,1.0,False,2023-02-08 15:13:29.571579,2023-08-28 13:09:21.330789,2.0,0.0,0.96,,1.0,1.0,0.6,0.92
H127,Nation,2019-05-07,F,Frisón,1.7,760.0,2.6,,Manso / Dispuesto,Tiro y Cine,13.0,395.0,No,L0,S96,active,1504941.0,2025-08-13 18:16:51.460826,Amanda,Goodman,True,0.0,15.0,False,2025-02-16 02:57:13.119904,2025-08-25 21:40:07.222536,2.0,0.0,0.835,,0.9090909090909091,1.0,1.0,0.9636363636363636
H128,Success,2007-01-30,M,Appaloosa,1.45,537.0,2.3,57.0,Activo / Resistente,Rutas y Western,6.0,123.0,No,L1,S80,active,1473916.0,2025-12-23 00:45:39.682953,Abigail,Walters,True,0.0,15.0,False,2024-07-23 18:39:35.611032,2025-04-26 19:26:50.734506,2.0,0.0,0.955,,1.0,1.0,1.0,1.0
H129,Notice,2011-09-23,F,Frisón,,676.0,2.6,40.0,Manso / Dispuesto,Tiro y Cine,15.0,30.0,Sí,L1,S177,active,1430751.0,2025-03-11 14:03:16.108817,Nathan,Strickland,False,0.0,18.0,False,2024-08-14 15:42:48.278314,2025-05-14 18:52:10.447520,1.0,1.0,0.93,,0.9090909090909091,0.0,0.6,0.48363636363636364
H130,Our,2003-03-09,F,Pura Sangre Inglés,1.64,465.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,15.0,278.0,No,L3,S16,active,1566979.0,2026-01-10 03:03:24.856735,Nathaniel,Mann,True,1.0,7.0,False,2025-08-29 11:29:05.384061,2025-12-07 00:18:33.295196,3.0,1.0,0.8433333333333334,,1.0,0.6666666666666667,0.97,0.8606666666666667
H131,Century,2013-04-23,M,Árabe,1.46,398.0,2.2,59.0,Inteligente / Leal,Endurance (Raid),11.0,356.0,Sí,L2,S32,active,1508290.0,2025-08-16 04:29:23.146766,Bryan,Hoffman,True,1.0,15.0,False,2024-07-15 01:35:26.330235,2025-03-16 05:37:08.762194,1.0,1.0,0.85,,1.0,0.0,0.97,0.5940000000000001
H132,Let,2000-05-04,F,Shetland (Poni),0.96,179.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,14.0,137.0,No,L1,S15,sold,1475309.0,2025-06-03 06:14:04.994726,Brittany,Medina,True,0.0,1.0,False,2022-05-17 18:40:42.648687,2025-11-08 04:21:54.324348,1.0,1.0,0.76,,1.0,0.0,1.0,0.6000000000000001
H133,Meet,2015-06-15,M,Percherón,1.61,888.0,2.8,29.0,Muy calmado,Tiro pesado,17.0,,No,L0,S113,active,1474577.0,2026-01-03 21:23:38.536041,Molly,Hicks,True,0.0,15.0,False,2024-05-18 21:05:38.332789,2024-05-23 22:05:58.419997,2.0,0.0,0.8049999999999999,,0.9090909090909091,1.0,1.0,0.9636363636363636
H134,Baby,2012-04-04,F,Frisón,1.62,698.0,2.6,43.0,Manso / Dispuesto,Tiro y Cine,13.0,61.0,Sí,L0,S14,sold,1509202.0,2025-07-11 03:44:10.004774,Edwin,Hall,False,0.0,23.0,False,2022-10-31 03:29:21.650004,2022-11-28 07:48:54.490171,3.0,0.0,0.8833333333333333,,1.0,1.0,0.6,0.92
H135,Staff,2006-02-21,F,Shetland (Poni),1.1,168.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,15.0,18.0,Desconocido,L0,S77,active,1465556.0,2025-04-06 22:36:23.546348,Nicholas,Phillips,True,0.0,24.0,False,2023-12-30 00:23:12.326905,2024-09-28 13:13:55.062015,1.0,0.0,0.77,,1.0,1.0,1.0,1.0
H136,My,2020-10-12,M,Frisón,1.69,790.0,2.6,43.0,Manso / Dispuesto,Tiro y Cine,17.0,153.0,No,L0,S156,active,1548010.0,2025-03-13 03:07:38.873087,Deanna,Lee,True,3.0,4.0,False,2024-03-27 05:43:25.060661,2025-03-30 05:51:39.278827,2.0,0.0,0.8,,1.0,1.0,0.9099999999999999,0.982
H137,As,2022-08-18,M,Hannoveriano,1.66,639.0,2.5,,Equilibrado,Salto y Doma,8.0,135.0,No,L4,S160,active,1418002.0,2025-03-13 13:33:48.083551,Amy,Brown,True,1.0,14.0,False,2025-01-17 09:51:22.412105,2025-07-16 17:38:12.090226,2.0,0.0,0.785,,0.9090909090909091,1.0,0.97,0.9576363636363636
H138,School,2020-08-20,F,Árabe,,354.0,2.2,59.0,Inteligente / Leal,Endurance (Raid),23.0,193.0,No,L2,S110,withdrawn,1485614.0,2025-03-30 02:18:47.876876,Jessica,Bradley,True,4.0,15.0,False,2023-02-15 01:12:24.620312,2025-12-24 05:48:57.758922,3.0,0.0,0.8766666666666666,,0.9090909090909091,1.0,0.8800000000000001,0.9396363636363637
H139,Job,2016-08-24,F,Cuarto de Milla,1.44,516.0,2.3,,Tranquilo / Sociable,Rodeo y Trabajo,14.0,283.0,Desconocido,L4,S16,active,1499776.0,2026-01-21 13:44:40.754713,Nathaniel,Mann,True,1.0,7.0,False,2025-08-29 11:29:05.384061,2025-12-07 00:18:33.295196,1.0,0.0,0.84,,0.9090909090909091,1.0,0.97,0.9576363636363636
H140,Can,2010-04-25,F,Pura Raza Española,1.58,516.0,2.4,48.0,Noble / Dócil,Doma y Exhibición,14.0,158.0,No,L0,S26,sold,1478068.0,2025-03-28 21:57:01.101601,Nancy,Durham,True,0.0,16.0,False,2025-10-20 19:59:06.863806,2026-02-06 23:02:43.513570,3.0,0.0,0.7533333333333333,,1.0,1.0,1.0,1.0
H141,Risk,1997-10-10,M,Pura Raza Española,1.51,514.0,2.4,50.0,Noble / Dócil,Doma y Exhibición,23.0,377.0,No,L2,S173,sold,1451620.0,2025-04-11 08:02:37.858037,Jacob,Williams,True,1.0,21.0,False,2024-02-10 02:16:45.799519,2025-07-13 00:53:07.806057,3.0,1.0,0.8066666666666666,,1.0,0.6666666666666667,0.97,0.8606666666666667
H142,Everything,2023-09-25,F,Frisón,1.61,701.0,2.6,40.0,Manso / Dispuesto,Tiro y Cine,11.0,,No,L1,S14,withdrawn,1519909.0,2025-02-17 00:07:33.092469,Edwin,Hall,False,0.0,23.0,False,2022-10-31 03:29:21.650004,2022-11-28 07:48:54.490171,2.0,0.0,0.77,,0.9090909090909091,1.0,0.6,0.8836363636363637
