horse_id,birth_date,h_sex,raza,height_m,weight_kg,length_m,max_speed_kmh,h_temperament,h_category,h_career_races,h_career_top3_rate,h_days_since_last_race,h_linaje,h_birth_country,h_current_country,listing_id,seller_id,l_listing_status,l_asking_price_usd,l_price_vs_market_ratio,l_anomaly_score,l_verified_listing,l_created_at,s_first_name,s_last_name,s_verified,s_disputes,s_success_rate,s_num_listings,s_flagged_fraud,s_created_at,s_last_active_at,vet_total_exams,vet_major_issues,vet_avg_confidence
H76,2008-11-03,M,Pura Sangre Inglés,,476.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,26,0.18,329.0,Sí,Portugal,Alemania,L611,S127,sold,1517803,1.07,0.92,True,2025-12-20 01:25:03.630307,James,Rodriguez,True,0,0.62,14,False,2023-06-20 20:29:08.543099,2025-04-13 15:35:40.210235,2,0,0.81
H77,2007-07-19,F,Hannoveriano,1.61,640.0,2.5,50.0,Equilibrado,Salto y Doma,21,0.5,322.0,Desconocido,Turquía,Alemania,L897,S183,active,1513638,1.8,0.07,True,2025-03-27 07:30:06.804754,Andrew,Johnson,True,0,0.71,20,False,2023-01-05 04:08:37.984037,2023-11-17 06:51:54.699214,3,1,0.8799999999999999
H78,2014-06-29,F,Pura Sangre Inglés,1.6,483.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,15,0.53,281.0,Desconocido,Alemania,Australia,L332,S74,active,1498171,1.41,0.33,True,2025-12-11 08:12:39.338754,Danielle,Oconnor,True,0,0.69,4,False,2024-11-17 01:53:20.149855,2025-03-22 13:03:42.620295,2,0,0.915
H79,2021-08-08,M,Frisón,1.69,,2.6,41.0,Manso / Dispuesto,Tiro y Cine,17,0.24,324.0,No,Argentina,Perú,L628,S130,active,1554160,1.27,0.23,False,2025-05-01 08:29:11.871825,Brian,Lewis,True,0,0.73,1,False,2024-05-28 14:26:45.035539,2025-06-15 03:52:19.628089,1,0,0.74
H80,2021-01-05,F,Frisón,1.65,662.0,2.6,45.0,Manso / Dispuesto,Tiro y Cine,16,0.24,357.0,Desconocido,Italia,Francia,L885,S180,active,1479200,1.68,0.25,True,2025-08-08 13:54:58.441476,Melissa,Santos,False,0,0.69,18,False,2024-01-29 09:08:29.053844,2024-05-02 21:45:00.706336,3,0,0.8666666666666667
H81,2016-03-01,F,Cuarto de Milla,1.51,507.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,21,0.48,366.0,Sí,Turquía,Brasil,L304,S69,sold,1470520,1.75,0.32,False,2025-08-22 02:00:38.119310,Leslie,James,True,0,0.8,4,False,2025-01-30 19:23:10.672466,2026-01-19 13:17:29.439075,2,1,0.745
H82,2017-07-21,M,Pura Raza Española,1.59,502.0,2.4,46.0,Noble / Dócil,Doma y Exhibición,21,0.23,361.0,Desconocido,Turquía,Perú,L499,S106,active,1518947,0.76,0.28,True,2025-03-29 11:46:13.380119,Andrew,Williams,True,0,0.79,1,False,2025-05-22 02:19:12.562280,2025-11-22 08:47:50.895227,2,0,0.865
H83,2009-04-01,F,Pura Sangre Inglés,1.69,486.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,16,0.49,98.0,Desconocido,,Alemania,L591,S123,sold,1513797,1.14,0.83,True,2026-01-08 19:15:52.039543,Kenneth,Rodriguez,True,1,0.82,25,False,2024-10-27 02:24:05.504049,2025-05-06 01:28:58.278344,3,0,0.9133333333333334
H84,2023-09-10,F,Hannoveriano,1.69,619.0,2.5,50.0,Equilibrado,Salto y Doma,11,0.2,130.0,No,Chile,Colombia,L581,S120,active,1497010,1.42,0.89,True,2025-03-08 14:00:30.064241,Sean,Martin,True,0,0.91,20,False,2025-07-16 10:00:32.606054,2025-09-15 02:08:32.688635,1,0,0.81
H85,2002-11-06,M,Frisón,1.65,,2.6,40.0,Manso / Dispuesto,Tiro y Cine,13,0.16,125.0,Desconocido,Colombia,Chile,L280,S62,sold,1516706,1.64,0.28,True,2025-04-15 02:47:48.493718,Debbie,Banks,True,0,0.63,6,False,2025-08-30 16:36:57.287398,2025-10-01 04:33:22.627858,3,1,0.9133333333333334
H86,2013-02-15,F,Pura Raza Española,1.58,528.0,2.4,48.0,Noble / Dócil,Doma y Exhibición,15,0.24,290.0,Desconocido,Brasil,Reino Unido,L559,S116,withdrawn,1457479,1.49,0.37,True,2025-12-13 12:41:50.039383,Michael,Miller,False,0,0.86,25,False,2023-12-24 15:16:40.029190,2024-05-05 15:30:46.073660,3,0,0.8066666666666666
H87,2015-06-20,F,Shetland (Poni),,195.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,19,0.14,144.0,Sí,Portugal,Chile,L674,S141,active,1529714,1.26,0.32,True,2026-01-01 00:17:10.698950,Hunter,Roberts,True,1,0.68,3,False,2023-02-07 12:40:44.586962,2025-10-15 17:27:19.373994,2,0,0.855
H88,2021-10-16,M,Pura Raza Española,1.5,519.0,2.4,48.0,Noble / Dócil,Doma y Exhibición,18,0.32,145.0,Sí,Italia,Reino Unido,L173,S37,active,1467490,1.39,0.69,True,2025-09-28 04:48:57.576025,Nancy,Howard,True,0,0.62,25,False,2023-02-02 04:00:14.805463,2025-05-31 08:03:47.445285,2,0,0.8899999999999999
H89,2023-12-03,F,Frisón,1.61,622.0,2.6,42.0,Manso / Dispuesto,Tiro y Cine,14,0.43,312.0,No,Colombia,Chile,L461,S98,active,1580801,1.56,0.78,True,2026-01-31 03:59:38.453968,Jennifer,Thomas,True,1,0.64,19,False,2024-06-26 18:37:50.545681,2024-06-27 02:36:27.689524,2,1,0.985
H90,2009-03-30,F,Pura Sangre Inglés,1.68,496.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,20,0.64,131.0,No,Reino Unido,Chile,L224,S48,active,1506173,0.97,0.63,True,2025-03-07 02:20:32.762046,Tamara,Dean,False,0,0.63,14,False,2025-10-27 09:08:18.354663,2025-11-10 02:47:33.267113,1,0,0.71
H91,1995-02-26,F,Árabe,1.43,368.0,2.2,55.0,Inteligente / Leal,Endurance (Raid),10,0.2,148.0,No,Turquía,Italia,L734,S153,sold,1451638,0.64,0.78,True,2025-10-27 10:22:27.448713,Tiffany,Sampson,False,0,0.75,16,False,2024-06-11 03:41:32.544203,2025-06-27 05:35:29.684697,2,0,0.96
H92,1995-08-17,M,Pura Raza Española,1.57,531.0,2.4,49.0,Noble / Dócil,Doma y Exhibición,14,0.47,241.0,Sí,México,Alemania,L629,S130,active,1527555,1.44,0.01,False,2025-05-27 18:30:27.648859,Brian,Lewis,True,0,0.73,1,False,2024-05-28 14:26:45.035539,2025-06-15 03:52:19.628089,1,0,0.76
H93,2010-06-21,F,Frisón,1.68,684.0,2.6,43.0,Manso / Dispuesto,Tiro y Cine,15,0.3,340.0,Desconocido,Portugal,México,L929,S191,sold,1465397,0.89,0.05,True,2025-08-14 15:00:15.317466,Samuel,Adams,True,1,0.92,5,False,2025-01-27 18:50:05.790241,2025-10-04 13:32:00.499067,2,1,0.81
H94,2005-05-11,M,Pura Raza Española,1.55,511.0,2.4,48.0,Noble / Dócil,Doma y Exhibición,12,0.68,156.0,No,,Arabia Saudita,L160,S34,active,1455669,1.52,0.79,True,2025-12-17 11:56:12.052282,Matthew,Nelson,True,0,0.81,16,True,2025-01-25 05:06:56.640222,2025-12-24 00:14:49.955430,2,0,0.775
H95,2023-05-19,F,Pura Raza Española,1.54,536.0,2.4,46.0,Noble / Dócil,Doma y Exhibición,16,0.46,286.0,Sí,Alemania,Qatar,L68,S17,active,1572086,0.74,0.19,True,2026-01-26 22:36:36.472937,Tina,Vasquez,True,0,0.71,25,False,2022-11-22 10:13:00.280226,2023-03-12 16:22:29.539599,3,1,0.9366666666666666
H96,2023-06-28,F,Hannoveriano,1.68,604.0,2.5,50.0,Equilibrado,Salto y Doma,12,0.59,216.0,No,Portugal,México,L310,S70,sold,1553668,1.66,0.29,True,2025-08-28 10:03:37.953101,Mark,Green,True,0,0.69,12,False,2022-10-01 20:52:16.910096,2024-05-01 11:36:18.990246,3,1,0.81
H97,2018-06-23,M,Hannoveriano,1.67,650.0,2.5,50.0,Equilibrado,Salto y Doma,16,0.33,236.0,Desconocido,Turquía,Chile,L966,S197,active,1558783,1.46,0.37,True,2025-05-28 22:22:10.112015,Sherry,Potter,True,0,0.8,1,False,2023-01-10 15:14:36.137320,2026-02-09 07:09:07.987271,1,0,0.7
H98,2009-08-02,F,Appaloosa,1.51,496.0,2.3,60.0,Activo / Resistente,Rutas y Western,17,0.64,281.0,No,Italia,España,L500,S106,sold,1520923,1.64,0.37,True,2026-01-07 03:22:42.530935,Andrew,Williams,True,0,0.79,1,False,2025-05-22 02:19:12.562280,2025-11-22 08:47:50.895227,2,1,0.7749999999999999
H99,2023-09-27,M,Hannoveriano,1.66,602.0,2.5,,Equilibrado,Salto y Doma,13,0.44,337.0,No,Chile,Colombia,L401,S87,active,1459677,1.76,0.06,True,2025-09-10 18:32:48.282971,Thomas,Espinoza,True,0,0.91,1,False,2022-09-05 21:48:02.682383,2025-04-21 05:33:53.324258,1,0,0.86
H100,2001-08-11,M,Frisón,1.63,730.0,2.6,45.0,Manso / Dispuesto,Tiro y Cine,17,0.41,304.0,No,Arabia Saudita,Qatar,L621,S129,active,1460886,1.23,0.69,True,2026-01-19 07:29:20.395288,Cheryl,French,True,1,0.93,1,False,2024-10-31 07:33:56.725428,2025-07-24 23:45:15.686520,2,0,0.84
H101,2017-11-05,M,Pura Raza Española,1.53,501.0,2.4,48.0,Noble / Dócil,Doma y Exhibición,18,0.16,219.0,Desconocido,Italia,España,L302,S68,active,1494156,0.82,0.38,True,2025-08-15 11:26:49.693894,Justin,Wright,True,1,0.86,3,True,2022-09-23 17:14:23.639339,2023-05-09 20:43:14.586988,2,0,0.88
H102,2003-04-26,F,Árabe,1.45,376.0,2.2,59.0,Inteligente / Leal,Endurance (Raid),20,0.39,250.0,Sí,Qatar,Colombia,L1,S0,active,1506016,1.76,0.77,True,2026-01-29 18:05:19.362436,Donald,Jensen,True,0,0.61,9,False,2025-05-13 06:40:40.931354,2026-01-18 02:03:49.155308,2,1,0.92
H103,2011-05-13,M,Cuarto de Milla,1.4,543.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,16,0.49,353.0,Desconocido,Arabia Saudita,Australia,L318,S72,sold,1521955,1.45,0.98,True,2025-10-29 00:01:29.286065,Tonya,Ortiz,True,0,0.71,21,False,2022-06-19 08:59:28.722483,2022-07-13 16:08:33.442153,2,0,0.835
H104,2019-11-29,F,Árabe,1.46,409.0,2.2,56.0,Inteligente / Leal,Endurance (Raid),14,0.58,329.0,Sí,Brasil,Chile,L906,S185,active,1476367,1.2,0.23,True,2025-05-08 18:24:26.344030,Kevin,Kidd,True,1,0.83,6,False,2023-05-29 02:41:14.371943,2025-11-30 14:42:15.024767,1,0,0.77
H105,2002-09-29,F,Pura Sangre Inglés,1.66,,2.4,71.0,Nervioso / Atlético,Carreras y Salto,16,0.1,116.0,Sí,Italia,España,L342,S76,withdrawn,1416567,1.2,0.18,True,2025-05-17 15:29:26.108454,Christopher,Moreno,True,0,0.82,9,False,2023-04-17 07:03:18.524205,2023-04-22 09:24:51.804106,3,0,0.9199999999999999
H106,1999-08-17,F,Appaloosa,1.44,464.0,2.3,57.0,Activo / Resistente,Rutas y Western,11,0.5,257.0,No,Colombia,Chile,L716,S150,active,1525417,1.2,0.5,True,2025-11-06 23:50:13.431766,Katherine,Perry,True,0,0.9,20,False,2024-10-26 22:28:55.505767,2026-01-03 14:04:25.942920,3,0,0.8266666666666667
H107,2020-03-27,M,Shetland (Poni),0.84,179.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,16,0.47,351.0,No,México,Italia,L707,S148,active,1500395,0.62,0.5,False,2025-12-11 02:34:27.052167,Holly,Lang,True,0,0.73,23,False,2024-12-31 18:36:53.824577,2025-10-29 02:11:57.531042,3,0,0.8533333333333334
H108,2010-04-14,M,Árabe,1.43,373.0,2.2,57.0,Inteligente / Leal,Endurance (Raid),14,0.52,268.0,Sí,Portugal,Chile,L818,S168,withdrawn,1546293,0.74,0.45,False,2026-01-27 22:18:38.757450,Samantha,Brown,True,0,0.71,8,False,2025-07-15 09:05:07.219568,2025-08-12 00:29:48.354565,2,0,0.8400000000000001
H109,1996-01-14,M,Frisón,1.66,725.0,2.6,42.0,Manso / Dispuesto,Tiro y Cine,13,0.18,168.0,Desconocido,Francia,Argentina,L603,S125,sold,1511634,1.02,0.97,True,2025-06-01 08:57:15.333316,Ashley,Odonnell,True,0,0.7,11,False,2024-07-20 16:04:53.524586,2024-08-08 05:30:31.587085,3,0,0.8633333333333333
H110,2004-05-05,M,Pura Sangre Inglés,1.68,485.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,19,0.4,260.0,No,Turquía,Brasil,L181,S38,active,1438539,1.54,0.71,True,2025-11-17 05:19:59.813304,Austin,George,False,3,0.83,18,False,2024-03-21 18:31:23.837938,2024-12-19 20:16:02.975623,3,0,0.81
H111,2009-07-22,M,Percherón,1.71,994.0,2.8,26.0,Muy calmado,Tiro pesado,16,0.28,147.0,Sí,México,Reino Unido,L547,S114,active,1476794,1.57,0.74,True,2025-07-12 23:03:33.399225,Rebecca,White,True,1,0.82,7,False,2024-11-18 13:48:11.385940,2025-06-25 18:50:30.387233,1,0,0.74
H112,2022-04-27,F,Percherón,1.71,828.0,2.8,29.0,Muy calmado,Tiro pesado,23,0.17,285.0,Desconocido,Argentina,Francia,L657,S137,active,1479514,1.25,0.32,True,2026-02-03 17:15:10.000390,Gabrielle,Wall,True,0,0.9,6,False,2023-06-27 02:58:19.065143,2025-08-30 16:54:27.808579,2,0,0.895
H113,2000-11-12,F,Percherón,1.62,967.0,2.8,26.0,Muy calmado,Tiro pesado,22,0.28,23.0,No,Argentina,Italia,L592,S123,active,1510478,0.6,0.79,True,2026-02-03 05:16:29.073031,Kenneth,Rodriguez,True,1,0.82,25,False,2024-10-27 02:24:05.504049,2025-05-06 01:28:58.278344,2,0,0.885
H114,2019-03-24,M,Percherón,,988.0,2.8,29.0,Muy calmado,Tiro pesado,12,0.51,370.0,No,Brasil,Reino Unido,L405,S88,sold,1493730,0.74,0.22,True,2025-07-05 02:04:38.624449,Karen,Gill,True,0,0.87,14,False,2023-05-08 21:25:27.120880,2024-08-12 03:34:44.199939,3,0,0.8266666666666667
H115,2006-06-24,M,Shetland (Poni),1.03,153.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,13,0.44,279.0,Sí,Reino Unido,Colombia,L389,S85,active,1508719,0.74,0.82,True,2025-06-23 10:55:52.692021,Charles,Knapp,True,1,0.91,20,False,2022-08-12 20:06:06.731848,2023-05-09 15:23:04.292069,2,0,0.845
H116,2007-02-05,F,Akhal-Teke,1.6,452.0,2.3,60.0,Independiente,Resistencia,12,0.69,354.0,Desconocido,Portugal,Brasil,L675,S141,sold,1504554,1.59,0.2,True,2025-12-20 13:18:22.543022,Hunter,Roberts,True,1,0.68,3,False,2023-02-07 12:40:44.586962,2025-10-15 17:27:19.373994,2,0,0.85
H117,2002-10-29,M,Pura Sangre Inglés,1.67,458.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,10,0.25,371.0,Sí,Arabia Saudita,,L952,S195,sold,1524208,1.04,0.82,True,2025-08-20 06:04:36.709106,Nicole,Martin,True,1,0.81,14,False,2023-06-16 10:00:01.654387,2023-11-03 23:53:43.658996,1,0,0.98
H118,2005-07-29,F,Percherón,1.73,896.0,2.8,28.0,Muy calmado,Tiro pesado,10,0.15,400.0,Sí,Australia,Perú,L666,S139,active,1548849,1.11,0.98,True,2025-10-20 11:04:20.586958,Erin,Miles,True,0,0.7,14,False,2025-02-19 08:33:00.095028,2025-10-21 10:16:03.980381,3,1,0.7966666666666667
H119,2021-06-20,F,Pura Raza Española,1.53,500.0,2.4,50.0,Noble / Dócil,Doma y Exhibición,17,0.16,241.0,No,Argentina,Italia,L449,S96,withdrawn,1512629,1.19,0.91,False,2025-08-19 04:09:50.720146,Gregory,Robinson,True,1,0.66,9,True,2023-11-09 06:02:32.448609,2025-03-30 02:30:43.689223,2,1,0.81
H120,1995-09-28,F,Appaloosa,1.56,513.0,2.3,57.0,Activo / Resistente,Rutas y Western,13,0.29,152.0,Sí,Portugal,Turquía,L560,S116,sold,1453373,0.96,0.03,False,2026-01-23 22:30:14.543168,Michael,Miller,False,0,0.86,25,False,2023-12-24 15:16:40.029190,2024-05-05 15:30:46.073660,3,1,0.91
H121,2020-04-22,M,Pura Raza Española,1.5,540.0,2.4,48.0,Noble / Dócil,Doma y Exhibición,15,0.11,87.0,No,Alemania,,L369,S82,active,1488686,1.37,0.74,True,2025-07-28 05:42:32.792684,Jennifer,Lee,True,0,0.8,5,False,2025-02-27 14:37:37.753397,2025-08-25 01:09:02.392944,3,2,0.8566666666666668
H122,2018-05-01,F,Hannoveriano,1.62,,2.5,50.0,Equilibrado,Salto y Doma,11,0.16,191.0,Sí,Argentina,Reino Unido,L225,S48,active,1568477,0.99,0.78,True,2025-05-30 20:32:09.068061,Tamara,Dean,False,0,0.63,14,False,2025-10-27 09:08:18.354663,2025-11-10 02:47:33.267113,3,0,0.85
H123,2003-12-21,F,Pura Sangre Inglés,1.67,498.0,2.4,71.0,Nervioso / Atlético,Carreras y Salto,5,0.24,342.0,Sí,España,Alemania,L877,S178,sold,1491010,1.17,0.76,False,2025-05-12 14:39:36.165984,Kimberly,Baker,False,1,0.77,19,False,2022-12-05 11:41:23.859824,2025-11-04 01:27:00.512007,1,0,0.93
H124,2015-05-05,M,Hannoveriano,1.66,633.0,2.5,50.0,Equilibrado,Salto y Doma,12,0.51,11.0,Sí,Colombia,España,L277,S61,sold,1414389,0.87,0.1,True,2025-10-16 23:15:26.164349,Gregory,Mckee,False,0,0.77,17,False,2024-01-07 06:53:19.797967,2025-09-14 03:19:45.397699,1,0,0.73
H125,2011-10-17,M,Frisón,1.62,622.0,2.6,45.0,Manso / Dispuesto,Tiro y Cine,9,,59.0,Sí,México,Portugal,L698,S146,active,1467192,1.63,0.28,True,2025-02-13 23:28:59.984263,Caleb,Anderson,True,0,0.87,6,False,2025-03-15 09:38:26.253205,2025-10-16 19:18:58.112675,2,0,0.88
H126,2002-04-26,M,Frisón,1.66,773.0,2.6,41.0,Manso / Dispuesto,Tiro y Cine,14,0.14,295.0,Sí,Reino Unido,,L462,S98,active,1538670,0.62,0.81,True,2025-02-19 13:08:20.332057,Jennifer,Thomas,True,1,0.64,19,False,2024-06-26 18:37:50.545681,2024-06-27 02:36:27.689524,2,0,0.8600000000000001
H127,2005-09-20,M,Pura Raza Española,1.59,539.0,2.4,50.0,Noble / Dócil,Doma y Exhibición,13,0.37,118.0,Sí,,Portugal,L264,S59,withdrawn,1503984,1.34,0.96,False,2025-09-07 04:50:52.356991,Valerie,Williams,True,0,0.67,7,False,2023-03-10 17:44:14.638941,2025-09-26 22:23:15.365554,2,0,0.825
H128,2021-02-04,F,Cuarto de Milla,1.47,554.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,17,0.29,78.0,Sí,Italia,Arabia Saudita,L970,S198,sold,1523453,1.64,0.04,True,2025-07-09 17:56:41.685818,Kendra,Krueger,True,0,0.69,2,False,2025-05-25 18:37:06.319096,2025-10-07 23:58:33.886052,1,0,0.74
H129,1996-12-29,F,Appaloosa,1.56,538.0,2.3,55.0,Activo / Resistente,Rutas y Western,19,0.61,344.0,Desconocido,,Australia,L494,S105,active,1451759,1.74,0.16,True,2025-04-19 17:10:49.526759,Jessica,Smith,True,0,0.84,6,False,2022-12-27 19:13:59.197795,2023-05-14 07:50:27.091787,3,1,0.8066666666666666
H130,2005-05-01,F,Shetland (Poni),0.82,153.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,22,0.57,129.0,No,España,Arabia Saudita,L39,S11,active,1538309,1.01,0.82,True,2026-01-24 03:27:19.316351,Amy,Roach,True,0,0.62,8,False,2024-03-28 00:52:57.631255,2025-07-16 13:16:38.366544,1,1,0.97
H131,2018-02-04,M,Percherón,,881.0,2.8,26.0,Muy calmado,Tiro pesado,12,0.33,298.0,No,Reino Unido,Turquía,L365,S81,active,1441163,0.63,0.1,True,2026-01-09 08:49:48.705012,Sara,Shaw,True,0,0.84,5,False,2025-08-19 08:34:51.286525,2025-09-07 01:33:29.140357,1,0,0.83
H132,1995-08-19,M,Cuarto de Milla,1.4,527.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,18,0.12,37.0,Desconocido,Chile,Australia,L921,S190,active,1452557,1.39,0.22,True,2026-02-06 06:03:15.850655,Christopher,Flowers,True,0,0.67,4,False,2023-01-17 20:12:13.895604,2023-06-26 07:43:13.623024,2,0,0.84
H133,2002-10-22,F,Akhal-Teke,1.54,445.0,2.3,60.0,Independiente,Resistencia,11,0.15,,No,Portugal,Perú,L586,S121,active,1489075,1.29,0.25,True,2025-04-13 21:32:56.505265,Alicia,Greer,True,0,0.75,18,False,2022-08-22 10:21:19.244453,2022-10-13 06:19:12.470599,3,2,0.7833333333333333
H134,2023-08-26,M,Cuarto de Milla,1.59,519.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,15,0.42,207.0,No,Italia,México,L886,S180,withdrawn,1485649,1.72,0.86,True,2025-05-28 02:48:15.566853,Melissa,Santos,False,0,0.69,18,False,2024-01-29 09:08:29.053844,2024-05-02 21:45:00.706336,1,0,0.7
H135,1997-10-17,M,Frisón,1.61,622.0,2.6,43.0,Manso / Dispuesto,Tiro y Cine,13,0.17,320.0,No,México,,L453,S97,sold,1476097,1.48,0.02,True,2026-02-03 05:01:29.322082,Natalie,Cooper,True,0,0.72,11,False,2023-09-22 01:15:18.137202,2025-09-12 02:14:37.360227,3,0,0.84
H136,2006-09-24,M,Cuarto de Milla,1.54,520.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,18,0.4,184.0,No,Perú,Reino Unido,L463,S98,sold,1513222,0.79,0.63,True,2025-03-12 05:14:49.279162,Jennifer,Thomas,True,1,0.64,19,False,2024-06-26 18:37:50.545681,2024-06-27 02:36:27.689524,2,0,0.925
H137,2003-05-03,F,Pura Raza Española,1.57,507.0,2.4,45.0,Noble / Dócil,Doma y Exhibición,12,0.3,226.0,Sí,Italia,Perú,L826,S169,sold,1506124,0.72,0.51,True,2025-12-04 20:03:56.283514,Rita,Reeves,False,1,0.64,18,False,2023-01-27 20:24:57.814619,2025-09-03 02:22:47.301637,1,0,0.95
H138,2013-12-01,F,Shetland (Poni),0.9,153.0,1.5,20.0,Testarudo / Fuerte,Niños y Compañía,21,,297.0,Sí,Reino Unido,Perú,L807,S166,sold,1474788,1.37,0.31,True,2025-11-16 00:06:26.814014,Ashley,Collins,True,0,0.73,18,False,2022-06-06 15:56:38.365569,2023-07-02 10:10:29.306337,2,1,0.8049999999999999
H139,2015-12-17,M,Cuarto de Milla,1.45,565.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,15,0.1,13.0,Sí,,Argentina,L182,S38,withdrawn,1491403,1.69,0.45,True,2026-02-06 18:30:00.648034,Austin,George,False,3,0.83,18,False,2024-03-21 18:31:23.837938,2024-12-19 20:16:02.975623,1,0,0.87
H140,1996-11-03,M,Frisón,1.66,,2.6,45.0,Manso / Dispuesto,Tiro y Cine,14,0.49,121.0,Sí,Brasil,Colombia,L607,S126,active,1482784,1.78,0.03,True,2026-01-17 17:52:59.312563,Rachel,Wells,False,0,0.65,13,False,2022-08-19 05:45:34.451738,2025-12-21 05:10:45.000234,1,0,0.85
H141,2019-07-06,F,Akhal-Teke,1.51,463.0,2.3,60.0,Independiente,Resistencia,12,0.64,,Sí,Australia,Francia,L30,S9,active,1477971,0.7,0.24,True,2025-02-09 08:13:14.243647,Angela,Duncan,True,0,0.94,13,False,2023-05-04 06:45:09.714596,2024-05-16 01:34:48.999921,2,0,0.735
H142,2020-08-02,F,Frisón,1.69,798.0,2.6,42.0,Manso / Dispuesto,Tiro y Cine,13,0.3,290.0,No,Argentina,EEUU,L147,S32,active,1520838,1.28,0.58,True,2025-05-18 07:52:56.263014,Justin,Perez,True,1,0.82,20,False,2022-04-20 15:29:12.636368,2023-12-16 19:07:08.536292,1,1,0.91
H143,2015-12-06,F,Akhal-Teke,1.57,435.0,2.3,60.0,Independiente,Resistencia,13,0.38,309.0,Desconocido,EEUU,Arabia Saudita,L615,S128,active,1547805,1.18,0.01,True,2025-02-21 00:17:48.501357,Katherine,Pierce,True,1,0.62,14,False,2025-01-01 01:29:18.742228,2026-01-01 10:34:48.667911,2,0,0.8200000000000001
H144,2013-07-01,F,Árabe,1.4,419.0,2.2,57.0,Inteligente / Leal,Endurance (Raid),13,0.48,362.0,Desconocido,Colombia,Alemania,L723,S151,active,1536958,1.16,0.88,True,2025-12-23 10:27:33.465741,Elijah,Wilson,True,0,0.8,2,False,2024-02-28 18:32:41.564327,2024-09-14 05:45:22.011424,1,0,0.99
H145,2017-01-20,F,Frisón,1.61,735.0,2.6,41.0,Manso / Dispuesto,Tiro y Cine,21,0.35,37.0,Desconocido,,Perú,L382,S84,sold,1542969,1.1,0.41,True,2025-04-02 09:55:24.690948,Brandon,Vazquez,True,2,0.69,4,False,2026-02-08 18:19:58.242026,2026-02-09 12:02:26.944336,2,1,0.74
H146,1999-09-27,M,Cuarto de Milla,1.58,566.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,17,0.35,197.0,No,Italia,España,L111,S25,sold,1501597,1.38,0.53,False,2025-03-20 01:15:12.870949,Cody,Pena,False,0,0.84,20,False,2025-05-17 22:13:28.164090,2025-08-19 09:49:30.227768,3,0,0.8433333333333333
H147,2019-01-28,F,Appaloosa,1.41,522.0,2.3,55.0,Activo / Resistente,Rutas y Western,15,0.36,73.0,Sí,Perú,Colombia,L532,S112,active,1513722,0.79,0.82,True,2025-04-19 20:04:29.872708,Brittany,Barrett,True,1,0.67,1,True,2023-09-07 11:51:54.799461,2023-12-09 22:30:35.605831,1,0,0.98
H148,2021-05-31,F,Frisón,1.63,669.0,2.6,41.0,Manso / Dispuesto,Tiro y Cine,15,0.14,110.0,Sí,,Portugal,L112,S25,active,1490482,1.47,0.29,True,2025-05-10 03:22:26.964605,Cody,Pena,False,0,0.84,20,False,2025-05-17 22:13:28.164090,2025-08-19 09:49:30.227768,2,0,0.815
H149,2023-02-02,F,Cuarto de Milla,1.46,515.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,18,0.42,113.0,No,Qatar,Perú,L641,S134,sold,1491769,1.55,0.89,True,2025-05-10 23:19:21.156219,Jonathan,Spencer,True,1,0.74,6,False,2024-01-14 22:24:58.461898,2025-06-03 00:49:16.132482,2,1,0.855
H150,1997-07-16,F,Cuarto de Milla,1.57,589.0,2.3,70.0,Tranquilo / Sociable,Rodeo y Trabajo,10,0.46,117.0,Desconocido,Colombia,Portugal,L561,S116,active,1500721,1.15,0.93,True,2026-01-20 12:45:33.169502,Michael,Miller,False,0,0.86,25,False,2023-12-24 15:16:40.029190,2024-05-05 15:30:46.073660,1,0,0.83
H151,2005-10-27,F,Cuarto de Milla,1.5,586.0,2.3,,Tranquilo / Sociable,Rodeo y Trabajo,13,0.28,96.0,Sí,Chile,Qatar,L9,S3,sold,1450206,1.6,0.04,True,2025-03-12 21:51:03.401159,Jacqueline,Salas,True,0,0.81,18,False,2023-11-13 16:21:04.726663,2024-05-03 12:44:56.446740,2,1,0.7849999999999999
H152,2004-03-03,M,Appaloosa,1.49,,2.3,55.0,Activo / Resistente,Rutas y Western,16,0.11,120.0,Sí,Chile,Argentina,L899,S184,active,1537377,0.72,0.26,True,2025-09-27 03:39:25.855464,Donald,Ferguson,True,0,0.63,25,False,2023-05-28 09:04:13.482865,2025-01-24 07:06:52.736849,3,0,0.8966666666666666
